state,county,race,cand,mean,sd,ci_95_lower,ci_95_upper
AK,Anchorage Municipality,vap_hisp,uss_16_dem_met,0.5434841398514824,0.13893823599385002,0.25992089123438006,0.7868699108246919
AK,Anchorage Municipality,vap_oth,uss_16_rep_mur,0.5575910800379055,0.0494919254443453,0.4536079527243164,0.6446942686427939
AK,Anchorage Municipality,vap_oth,uss_16_dem_met,0.4424089199620947,0.0494919254443453,0.35530573135720633,0.5463920472756836
AK,Anchorage Municipality,vap_white,gov_18_rep_dun,0.5892287156760511,0.02307913299889424,0.5372593187246762,0.6314333395932841
AK,Anchorage Municipality,vap_white,gov_18_dem_beg,0.41077128432394905,0.02307913299889424,0.368566660406716,0.4627406812753238
AK,Anchorage Municipality,vap_black,gov_18_rep_dun,0.5036364813759494,0.1639160064907687,0.20207358592367844,0.8069958542147458
AK,Anchorage Municipality,vap_black,gov_18_dem_beg,0.4963635186240503,0.1639160064907687,0.19300414578525416,0.7979264140763214
AK,Anchorage Municipality,vap_hisp,gov_18_rep_dun,0.640466729063617,0.13546851837110271,0.344888074166092,0.8592648095086978
AK,Anchorage Municipality,vap_hisp,gov_18_dem_beg,0.3595332709363827,0.13546851837110271,0.14073519049130231,0.6551119258339076
AK,Anchorage Municipality,vap_oth,gov_18_rep_dun,0.21861379704894596,0.05957996200973783,0.11182579418959304,0.3528058446123233
AK,Anchorage Municipality,vap_oth,gov_18_dem_beg,0.7813862029510539,0.05957996200973783,0.6471941553876767,0.888174205810407
AK,Anchorage Municipality,vap_white,pre_20_rep_tru,0.6087359759857022,0.01834732637569311,0.5749735635236791,0.6456210565899884
AK,Anchorage Municipality,vap_white,pre_20_dem_bid,0.3912640240142979,0.01834732637569311,0.3543789434100118,0.4250264364763211
AK,Anchorage Municipality,vap_black,pre_20_rep_tru,0.4910619812422872,0.14370953628654662,0.2316275934679979,0.7907268062063684
AK,Anchorage Municipality,vap_black,pre_20_dem_bid,0.5089380187577126,0.14370953628654662,0.20927319379363135,0.7683724065320019
AK,Anchorage Municipality,vap_hisp,pre_20_rep_tru,0.6399378156438399,0.13611784546049474,0.3353457916436187,0.8634426450452015
AK,Anchorage Municipality,vap_hisp,pre_20_dem_bid,0.36006218435616016,0.13611784546049474,0.13655735495479854,0.6646542083563812
AK,Anchorage Municipality,vap_oth,pre_20_rep_tru,0.14547205498794444,0.04677297288431761,0.06777926850110726,0.24339010612305148
AK,Anchorage Municipality,vap_oth,pre_20_dem_bid,0.8545279450120554,0.04677297288431761,0.7566098938769484,0.9322207314988928
AK,Anchorage Municipality,vap_white,uss_20_rep_sul,0.6667743046484016,0.01856638309419187,0.6286015150395937,0.7020768149309282
AK,Anchorage Municipality,vap_white,uss_20_dem_gro,0.33322569535159835,0.01856638309419187,0.2979231850690717,0.3713984849604065
AK,Anchorage Municipality,vap_black,uss_20_rep_sul,0.3698108696506783,0.15092635853014366,0.11115121646722108,0.6629876512867761
AK,Anchorage Municipality,vap_black,uss_20_dem_gro,0.6301891303493218,0.15092635853014366,0.33701234871322383,0.888848783532779
AK,Anchorage Municipality,vap_hisp,uss_20_rep_sul,0.5926903238267245,0.14270160932425294,0.2943859339928702,0.8628335774490725
AK,Anchorage Municipality,vap_hisp,uss_20_dem_gro,0.4073096761732755,0.14270160932425294,0.13716642255092767,0.7056140660071295
AK,Anchorage Municipality,vap_oth,uss_20_rep_sul,0.1354257219603197,0.04759072791702877,0.06725242079712125,0.23701010743245493
AK,Anchorage Municipality,vap_oth,uss_20_dem_gro,0.8645742780396805,0.04759072791702877,0.7629898925675452,0.9327475792028788
AK,Bethel Census Area,vap_white,pre_16_rep_tru,0.4059422157179692,0.14182832143152635,0.15783854324496646,0.6919241617334697
AK,Bethel Census Area,vap_white,pre_16_dem_cli,0.5940577842820306,0.14182832143152635,0.30807583826652973,0.8421614567550333
AK,Bethel Census Area,vap_black,pre_16_rep_tru,0.485518953359454,0.1827288796602314,0.12935022049772302,0.823337898058288
AK,Bethel Census Area,vap_black,pre_16_dem_cli,0.5144810466405464,0.1827288796602314,0.17666210194171192,0.8706497795022772
AK,Bethel Census Area,vap_hisp,pre_16_rep_tru,0.4789193257893903,0.17681025418270174,0.14571053252629776,0.8119822716794102
AK,Bethel Census Area,vap_hisp,pre_16_dem_cli,0.5210806742106098,0.17681025418270174,0.1880177283205897,0.8542894674737024
AK,Bethel Census Area,vap_oth,pre_16_rep_tru,0.24343949604265305,0.01409257667874034,0.21523028651407225,0.27025141300239824
AK,Bethel Census Area,vap_oth,pre_16_dem_cli,0.7565605039573468,0.01409257667874034,0.7297485869976016,0.7847697134859276
