county,GEOID,vap_white.pre_16_dem_cli,vap_white.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_oth.pre_20_dem_bid,vap_oth.pre_20_rep_tru
Amador County,06005000401,0.35751664654387943,0.6424833534561206,0.47075405534284476,0.5292459446571552,0.4656064396183109,0.5343935603816891,0.4933879096018126,0.5066120903981872,0.385200328255787,0.614799671744213,0.4690258273570768,0.5309741726429231,0.45561064664826634,0.5443893533517337,0.5152555168605066,0.48474448313949337
Amador County,06005000402,0.3325021277208592,0.667497872279141,0.477230133227346,0.522769866772654,0.45284352709383274,0.5471564729061672,0.49182141594452516,0.5081785840554748,0.3575696957405545,0.6424303042594457,0.4730335843449007,0.5269664156550993,0.44483767483704933,0.5551623251629507,0.5170671485391525,0.4829328514608476
Amador County,06005000500,0.3386707562183937,0.6613292437816063,0.47849769254310576,0.5215023074568943,0.46430354461649465,0.5356964553835053,0.49732923345557734,0.5026707665444227,0.34795877406877945,0.6520412259312206,0.47192747762639803,0.5280725223736019,0.44155659782780704,0.558443402172193,0.5136637574197972,0.4863362425802028
Butte County,06007000102,0.570129326994807,0.429870673005193,0.5576824100290825,0.4423175899709176,0.6275337974055315,0.3724662025944685,0.5611172758402433,0.43888272415975665,0.5919353232797905,0.4080646767202096,0.5631372991837051,0.4368627008162948,0.6538932888601361,0.34610671113986385,0.5072958454432348,0.49270415455676514
Butte County,06007000103,0.5152980273487052,0.4847019726512948,0.5557361947673655,0.4442638052326346,0.6412079119287475,0.35879208807125246,0.5547537534530588,0.44524624654694117,0.5555171711582773,0.44448282884172274,0.5644378207954391,0.4355621792045608,0.6528603855554744,0.34713961444452557,0.4930583224987238,0.5069416775012762
Butte County,06007000104,0.5401178950169797,0.45988210498302035,0.556436117099421,0.44356388290057897,0.6380461632956779,0.36195383670432213,0.5791384165245546,0.42086158347544544,0.5869593548555905,0.4130406451444095,0.5662060373872579,0.4337939626127421,0.6265002994128124,0.3734997005871876,0.49118294864691536,0.5088170513530846
Butte County,06007000201,0.43499884827516694,0.565001151724833,0.5547532253153227,0.4452467746846774,0.630091061333945,0.36990893866605506,0.5528633353422409,0.4471366646577591,0.5360115186577378,0.4639884813422622,0.5697702425782392,0.4302297574217609,0.6193901916119448,0.3806098083880552,0.49476127112779245,0.5052387288722076
Butte County,06007000202,0.5061798570449425,0.4938201429550573,0.5552326791799478,0.44476732082005227,0.6272378151257978,0.3727621848742022,0.5570869653639452,0.4429130346360548,0.5696864451924821,0.43031355480751765,0.5684434461585006,0.4315565538414994,0.663505547753754,0.3364944522462459,0.5025800780085435,0.4974199219914564
Butte County,06007000300,0.5581325062827399,0.4418674937172601,0.5517295431105885,0.4482704568894115,0.668278158495281,0.331721841504719,0.5593713908480855,0.4406286091519145,0.6246261154776255,0.3753738845223745,0.5700611772654159,0.42993882273458406,0.6799344710078188,0.3200655289921812,0.508606247323584,0.4913937526764161
Butte County,06007000401,0.38362537618527665,0.6163746238147234,0.5532920525940676,0.4467079474059325,0.6193305477877462,0.3806694522122538,0.5534934678424017,0.4465065321575982,0.48526951559829234,0.5147304844017077,0.5681030105076992,0.43189698949230076,0.6402079663610072,0.35979203363899276,0.5065509810229474,0.49344901897705257
Butte County,06007000403,0.5265563757872621,0.4734436242127379,0.5529287035452962,0.44707129645470384,0.6400813578595416,0.3599186421404584,0.5596867763815017,0.44031322361849834,0.5813950437339217,0.41860495626607835,0.5697713880498988,0.43022861195010126,0.6462832467454143,0.3537167532545857,0.5049313470098804,0.4950686529901193
Butte County,06007000404,0.4457208084642563,0.5542791915357439,0.5541789271163404,0.4458210728836595,0.6165227281179734,0.3834772718820266,0.5518524187259684,0.44814758127403165,0.5113805918263361,0.4886194081736641,0.569777990858364,0.430222009141636,0.6315093498139953,0.36849065018600474,0.5032342784049125,0.49676572159508753
Butte County,06007000501,0.5588934559069723,0.44110654409302774,0.5553102585426594,0.44468974145734064,0.65981723560831,0.34018276439169004,0.5566778941031476,0.44332210589685234,0.5416627626894763,0.4583372373105236,0.5613552056973855,0.43864479430261455,0.6520603790741447,0.3479396209258553,0.512636019651478,0.48736398034852196
Butte County,06007000502,0.7837950475569383,0.2162049524430617,0.5792428134282953,0.42075718657170463,0.8262018792405257,0.1737981207594743,0.651212517260496,0.34878748273950394,0.7972458164619356,0.2027541835380644,0.5951973498317238,0.4048026501682762,0.8155386725987579,0.18446132740124213,0.5975571330650881,0.4024428669349119
Butte County,06007000601,0.5972050537763479,0.4027949462236521,0.5613926682779798,0.4386073317220201,0.6507693650889397,0.34923063491106027,0.5669486518504612,0.43305134814953883,0.6690997526840854,0.33090024731591466,0.5682560021916092,0.43174399780839084,0.6713541313979702,0.3286458686020298,0.5123397515179504,0.48766024848204964
Butte County,06007000603,0.8219952603191085,0.17800473968089148,0.5680077934005406,0.4319922065994591,0.7997262645091207,0.20027373549087932,0.6307039785313603,0.3692960214686397,0.8342126447988595,0.1657873552011405,0.5779219915750144,0.4220780084249853,0.7989622246200427,0.20103777537995723,0.5766955044263451,0.4233044955736549
Butte County,06007000604,0.826101131877797,0.173898868122203,0.6013267792467375,0.39867322075326256,0.8881345366194203,0.11186546338057993,0.688899514488405,0.311100485511595,0.8073861207404187,0.1926138792595813,0.5988027679840285,0.40119723201597146,0.8632414372293927,0.13675856277060752,0.6105921153180309,0.3894078846819691
Butte County,06007000700,0.7492239079993949,0.2507760920006051,0.5605901763058996,0.4394098236941005,0.6769198819363842,0.3230801180636158,0.5952685246541463,0.4047314753458538,0.755256613793832,0.24474338620616803,0.5741066549433749,0.42589334505662507,0.6762886765282429,0.32371132347175713,0.5388000690383234,0.46119993096167655
Butte County,06007000800,0.6603064476130279,0.3396935523869721,0.5533402298793062,0.44665977012069386,0.6371921342874192,0.3628078657125809,0.5884824413803115,0.4115175586196885,0.7013498168004307,0.29865018319956926,0.5598137109010216,0.44018628909897844,0.6559426987330065,0.3440573012669935,0.5198997262783132,0.48010027372168684
